
code		taxid		taxname		lineage
1		48744		Hyperoodon ampullatus		48744 48743 9756 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		126353		Hypoatherina tsurugae		126353 123717 123700 69128 8075 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		13095		Hypophthalmichthys molitrix		13095 7963 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7965		Hypophthalmichthys nobilis		7965 7963 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		166256		Hypoptychus dybowskii		166256 166255 166254 1490020 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		293917		Hyporhamphus sajori		293917 115870 88694 123731 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		172532		Hypselecara temporalis		172532 74122 318529 318559 319056 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		165450		Hyriopsis cumingii		165450 165449 1835343 47526 47522 47521 47520 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		8453		Ichthyophis bannanicus		8453 8452 8451 8445 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		194415		Ichthyophis glutinosus		194415 8452 8451 8445 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7998		Ictalurus punctatus		7998 7997 7996 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7973		Ictiobus bubalus		7973 7972 7968 2509193 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		479643		Igernella notabilis		479643 479642 283990 119424 1779147 6042 6040 33208 33154 2759 131567 
1		8517		Iguana iguana		8517 8516 81952 8515 8511 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		143307		Ijimaia dofleini		143307 178223 143304 143303 123352 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		373249		Ilisha africana		373249 365053 260504 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		365054		Ilisha elongata		365054 365053 260504 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		280203		Ilyocoris cimicoides		280203 280202 2970291 236406 33352 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		391182		Ilyophis brunneus		391182 391181 189482 118152 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		181450		Indostomus paradoxus		181450 181449 181448 1489901 43697 1489892 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		74920		Indotestudo elongata		74920 74919 8487 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		260613		Indotestudo forstenii		260613 74919 8487 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9725		Inia geoffrensis		9725 9724 197540 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		283497		Iotrochota birotulata		283497 283496 283495 27925 1779146 6042 6040 33208 33154 2759 131567 
1		467775		Ircinia strobilina		467775 275431 275430 119428 1779147 6042 6040 33208 33154 2759 131567 
1		180933		Ischikauia steenackeri		180933 180932 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		492020		Iso hawaiiensis		492020 238707 1489917 8075 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		37698		Isoodon macrourus		37698 37888 9342 38611 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		13575		Istiophorus platypterus		13575 13574 27768 1489906 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		34612		Ixodes hexagonus		34612 6944 426442 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		65647		Ixodes holocyclus		65647 6944 426442 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		34615		Ixodes persulcatus		34615 6944 426442 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		59655		Ixodes uriae		59655 6944 426442 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		51337		Jaculus jaculus		51337 48867 35737 30648 1963761 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		221866		Jenkinsia lamprotaenia		221866 221865 365065 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		28745		Jordanella floridae		28745 28744 136838 136836 8076 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		167934		Kaloula pulchra		167934 113379 166052 8427 8426 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		384597		Kentrocapros aculeatus		384597 384596 303732 303735 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		299324		Kneria sp. SL-2004		299324 2646269 42622 1546156 30763 1489487 29140 186633 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		27615		Kogia breviceps		27615 9751 9750 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		37003		Kryptolebias marmoratus		37003 326431 28771 45443 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		163137		Kuhlia mugil		163137 163136 30842 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		163144		Kyphosus cinerascens		163144 163142 603453 30843 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		352451		Labeo batesii		352451 84644 2743697 2743695 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		198507		Labeo senegalensis		198507 84644 2743697 2743695 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		556242		Labichthys carinatus		556242 556241 118167 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		270574		Labracinus cyclophthalmus		270574 270573 659117 30866 1489909 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		163139		Labracoglossa argenteiventris		163139 163138 603454 30843 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		575834		Laccotrephes robustus		575834 500711 280150 236403 33352 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		340657		Lacerta viridis viridis		340657 65476 8523 162266 8522 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		319757		Lactoria diaphana		319757 319756 31025 303735 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		27610		Lagenorhynchus albirostris		27610 27609 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		204814		Lagocephalus lunaris		204814 204813 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		204818		Lagocephalus wheeleri		204818 204813 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		65632		Lagorchestes hirsutus		65632 65623 9307 38609 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		65634		Lagostrophus fasciatus		65634 65633 9307 38609 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9844		Lama glama		9844 9839 9835 9834 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9840		Lama guanicoe		9840 9839 9835 9834 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		30538		Vicugna pacos		30538 30539 9835 9834 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7748		Lampetra fluviatilis		7748 13103 7746 7745 117569 1476529 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		228346		Lamprogrammus niger		228346 228345 181395 94930 181389 94929 1489873 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		81578		Lampsilis ornata		81578 52392 293138 47523 47526 47522 47521 47520 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		215358		Larimichthys crocea		215358 215357 30870 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		334908		Larimichthys polyactis		334908 215357 30870 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		37036		Larus dominicanus		37036 8911 8910 8906 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8187		Lates calcarifer		8187 8186 8184 1489905 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7897		Latimeria chalumnae		7897 7896 7895 7894 118072 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		106881		Latimeria menadoensis		106881 7896 7895 7894 118072 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		149982		Lefua echigonia		149982 149981 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		211984		Leiocephalus personatus		211984 38931 42424 8515 8511 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9447		Lemur catta		9447 9446 9445 376915 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		264485		Lepidophyma flavimaculatum		264485 8541 8540 8536 35033 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7883		Lepidosiren paradoxa		7883 7881 7880 7879 2823314 118077 7878 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		556254		Leptocephalus sp. 'type II larva'		556254 2624272 556253 118175 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		443636		Leptochilichthys agassizii		443636 443635 443634 1489486 1489485 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		492044		Leptoderma lubricum		492044 492043 134615 1489486 1489485 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		492045		Leptoderma retropinna		492045 492043 134615 1489486 1489485 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9713		Leptonychotes weddellii		9713 9712 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9983		Lepus europaeus		9983 9980 9979 9975 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		6850		Limulus polyphemus		6850 6849 6846 6845 6844 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		170193		Lipolagus ochotensis		170193 182442 1489799 134613 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		118797		Lipotes vexillifer		118797 118796 119500 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		29019		Penaeus stylirostris		29019 133894 6685 111520 6684 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		6689		Penaeus vannamei		6689 133894 6685 111520 6684 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		156992		Liua shihi		156992 156991 30366 30364 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		245147		Liua tsinpaensis		245147 156991 30366 30364 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		101849		Lobodon carcinophaga		101849 101848 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		238695		Locusta migratoria migratoria		238695 7004 7003 27549 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2		6617		Heterololigo bleekeri		1423826 1423825 6615 551347 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2		31211		Doryteuthis opalescens		1051066 1051063 6615 551347 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		8073		Lophius americanus		8073 8072 8071 134612 8070 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9044		Lophura ignita		9044 9041 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9046		Lophura nycthemera		9046 9041 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9468		Loris tardigradus		9468 9467 9461 376917 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		393181		Loxocorone allax		393181 393180 231594 43120 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		9785		Loxodonta africana		9785 9784 9780 9779 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		393182		Loxosomella aloxiata		393182 231595 231594 43120 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		590157		Lucanus mazama		590157 41108 614534 41105 75546 41086 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		13632		Lucilia sericata		13632 7374 43914 7371 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		406540		Lucinella divaricata		406540 406539 42655 106230 1564048 2785015 735337 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6398		Lumbricus terrestris		6398 1050931 6397 1046325 6392 6391 2803884 6381 42113 6340 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		520515		Lutjanus bengalensis		520515 40493 119691 30850 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		396787		Lutjanus kasmira		396787 40493 119691 30850 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		218797		Lutjanus malabaricus		218797 40493 119691 30850 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		215356		Lutjanus rivulatus		215356 40493 119691 30850 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		232193		Lutjanus russellii		232193 40493 119691 30850 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		232192		Lutjanus sebae		232192 40493 119691 30850 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9657		Lutra lutra		9657 9656 169417 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		75026		Luvarus imperialis		75026 75025 30887 1489937 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		297010		Lyciasalamandra atifi		297010 297009 1331675 8314 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		130591		Lycorma delicatula		130591 130586 130584 38096 36151 33361 1955247 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		13123		Lymantria dispar		13123 13122 27548 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		344752		Lysiosquillina maculata		344752 344751 77692 77691 77689 75390 75389 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		9544		Macaca mulatta		9544 9539 9528 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9546		Macaca sylvanus		9546 9539 9528 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		82204		Macrobrachium lanchesteri		82204 6696 6695 115580 6694 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		79674		Macrobrachium rosenbergii		79674 6696 6695 115580 6694 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		571338		Macrochelys temminckii		571338 571337 8473 1579283 1579336 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		528226		Macrogyrus oblongus		528226 159822 107778 535384 41071 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		9319		Osphranter robustus		9319 2182372 9307 38609 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		206124		Macroramphosus scolopax		206124 206123 588787 206122 1489888 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		384593		Macrorhamphosodes uradoi		384593 384592 31026 1545896 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		29082		Macroscelides proboscideus		29082 29081 28735 28734 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		123771		Madracis myriaster		928217 123768 46729 123757 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		13603		Istiompax indica		13603 1485181 27768 1489906 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		384371		Makaira mazara		384371 13602 27768 1489906 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		286009		Malacochersus tornieri		286009 286008 8487 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		498929		Malcus inconspicuus		498929 238641 238640 236391 33359 33357 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		39053		Mammut americanum		39053 39051 9780 9779 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		37349		Mammuthus primigenius		37349 37348 9780 9779 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7130		Manduca sexta		7130 7129 523164 82616 7128 37569 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		73815		Phataginus tetradactyla		73815 2736678 9972 9971 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		260614		Manouria emys		260614 74923 8487 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		74924		Manouria impressa		74924 74923 8487 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		111290		Mantella madagascariensis		111290 410366 43513 410314 43512 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		27405		Penaeus japonicus		27405 133894 6685 111520 6684 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		74864		Martes flavigula		74864 9658 2892069 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		36721		Martes melampus		36721 9658 2892069 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		36722		Martes zibellina		36722 9658 2892069 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
